
List of user-set options:

                                    Name   Value                used
                           linear_solver = ma57                  yes
                  ma57_automatic_scaling = yes                   yes
                                max_iter = 2000                  yes
                             mu_strategy = adaptive              yes
                             output_file = Drone-RaceIPOPTinfo.txt  yes
                             print_level = 5                     yes
                      print_user_options = yes                   yes
                                     tol = 1e-07                 yes
This is Ipopt version 3.12.4, running with linear solver ma57.

Number of nonzeros in equality constraint Jacobian...:    64506
Number of nonzeros in inequality constraint Jacobian.:       33
Number of nonzeros in Lagrangian Hessian.............:    31723

Total number of variables............................:     7817
                     variables with only lower bounds:        0
                variables with lower and upper bounds:     7817
                     variables with only upper bounds:        0
Total number of equality constraints.................:     5872
Total number of inequality constraints...............:       13
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:       13
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  9.9000001e+00 2.52e+00 4.74e-03   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  9.9990001e+00 1.95e+00 1.32e-01  -5.0 7.21e-01    -  1.99e-01 2.27e-01h  1
   2  9.9999901e+00 1.94e+00 2.41e+01  -5.1 3.92e+00    -  6.71e-02 4.28e-03h  1
   3  9.9999849e+00 1.93e+00 1.14e+02  -1.3 1.23e+01    -  6.00e-02 3.64e-03f  1
   4  9.9999859e+00 1.92e+00 2.77e+02  -5.2 1.42e+01    -  1.17e-01 5.12e-03h  1
   5  9.9999865e+00 1.91e+00 3.75e+02  -5.2 1.55e+01    -  5.94e-02 5.24e-03h  1
   6  9.9999859e+00 1.81e+00 4.61e+02  -1.4 1.43e+01    -  1.01e-01 5.69e-02f  1
   7  9.9999884e+00 1.70e+00 4.52e+02  -1.4 1.50e+01    -  6.14e-02 5.71e-02h  1
   8  9.9999882e+00 1.61e+00 6.34e+02  -0.9 1.76e+01    -  7.80e-02 5.46e-02f  1
   9  9.9999925e+00 1.55e+00 1.43e+03  -1.3 1.97e+01    -  8.21e-02 3.77e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  9.9999935e+00 1.53e+00 5.77e+03  -0.6 3.81e+01    -  8.59e-02 1.32e-02h  1
  11  9.9999946e+00 1.51e+00 7.20e+03  -0.3 6.14e+01    -  2.23e-02 1.32e-02h  1
  12  9.9999959e+00 1.49e+00 1.65e+04  -0.1 7.02e+01    -  4.54e-02 1.56e-02h  1
  13  9.9999971e+00 1.47e+00 4.49e+04  -0.2 1.11e+02    -  4.38e-02 1.01e-02h  1
  14  9.9999981e+00 1.46e+00 7.29e+04   0.1 2.50e+02    -  1.93e-02 8.83e-03h  1
  15  9.9999985e+00 1.45e+00 2.76e+05   0.3 1.07e+03    -  3.24e-02 4.11e-03h  1
  16  9.9999992e+00 1.44e+00 4.58e+05   0.8 7.20e+02    -  1.29e-02 6.22e-03h  1
  17  9.9999995e+00 1.44e+00 3.97e+05  -0.4 1.18e+03    -  2.00e-03 2.66e-03h  1
  18  9.9999996e+00 1.44e+00 8.86e+05   1.6 2.07e+03    -  2.82e-03 5.94e-04h  1
  19  9.9999997e+00 1.44e+00 1.50e+06   1.2 1.32e+03    -  3.24e-03 1.49e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  9.9999998e+00 1.43e+00 1.09e+07   2.0 2.89e+03    -  9.22e-03 7.55e-04h  1
  21  1.0000000e+01 1.43e+00 1.81e+07   2.7 5.71e+03    -  2.21e-03 1.17e-03h  1
  22  1.0000000e+01 1.43e+00 5.62e+07   2.7 1.01e+04    -  1.71e-03 3.86e-04h  1
  23  1.0000000e+01 1.43e+00 5.00e+07  -5.2 5.52e+04    -  1.98e-04 2.57e-04h  1
  24  1.0000000e+01 1.43e+00 8.80e+07   2.8 1.62e+05    -  2.19e-04 3.42e-05h  1
  25  1.0000000e+01 1.43e+00 8.50e+07   2.8 2.62e+04    -  2.26e-04 2.35e-04h  1
  26  1.0000000e+01 1.43e+00 1.73e+08   2.8 1.86e+04    -  2.18e-04 1.31e-04h  1
  27  1.0000000e+01 1.43e+00 9.35e+08   2.8 2.39e+04    -  1.88e-04 3.52e-05h  1
Reallocating memory for MA57: lfact (610358)
  28  1.0000000e+01 1.43e+00 1.96e+09   2.9 4.31e+04    -  7.18e-05 3.14e-05h  1
  29r 1.0000000e+01 1.43e+00 1.00e+03   2.9 0.00e+00    -  0.00e+00 2.93e-07R  6
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30r 9.9954765e+00 3.37e-01 6.48e+02   1.1 8.01e+00    -  3.82e-01 4.02e-01f  1
  31  9.9999549e+00 3.31e-01 8.92e+00  -5.0 1.15e+00    -  1.61e-01 1.79e-02h  1
  32  9.9999996e+00 3.29e-01 5.20e+01  -5.1 7.17e+00    -  3.57e-02 6.51e-03h  1
  33  9.9999881e+00 3.26e-01 7.76e+02  -1.0 2.26e+01    -  1.21e-01 7.69e-03f  1
  34  9.9999890e+00 3.25e-01 1.35e+03  -0.4 9.53e+01    -  1.64e-02 3.98e-03f  1
  35  9.9999917e+00 3.23e-01 2.25e+03  -0.7 6.90e+01    -  1.83e-02 6.59e-03f  1
  36  9.9999943e+00 3.21e-01 5.39e+03  -0.6 1.22e+02    -  2.45e-02 6.43e-03h  1
  37  9.9999951e+00 3.20e-01 7.71e+03   0.5 2.51e+02    -  4.70e-03 2.39e-03f  1
  38  9.9999965e+00 3.19e-01 1.21e+04   0.6 3.73e+02    -  6.88e-03 4.01e-03f  1
  39  9.9999970e+00 3.18e-01 2.62e+04   0.4 4.58e+02    -  7.82e-03 1.76e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  9.9999980e+00 3.17e-01 4.87e+04   0.8 4.06e+02    -  8.03e-03 3.91e-03h  1
  41  9.9999988e+00 3.16e-01 6.35e+04  -0.1 4.94e+02    -  4.90e-03 3.31e-03h  1
  42  9.9999991e+00 3.15e-01 1.27e+05   1.1 5.26e+03    -  3.82e-03 1.79e-03h  1
  43  9.9999995e+00 3.15e-01 1.29e+05   1.1 5.05e+03    -  1.92e-03 1.89e-03h  1
  44  9.9999996e+00 3.14e-01 1.99e+05   0.6 5.42e+03    -  1.61e-03 9.47e-04h  1
  45  9.9999997e+00 3.14e-01 2.27e+05   2.2 4.83e+04    -  5.16e-04 4.48e-04f  1
  46  9.9999997e+00 3.14e-01 3.77e+05  -5.2 9.68e+03    -  1.08e-03 4.14e-04h  1
  47  9.9999998e+00 3.14e-01 6.16e+05  -0.0 7.47e+03    -  9.35e-04 2.37e-04h  1
  48  9.9999999e+00 3.14e-01 9.91e+05   1.8 9.08e+03    -  1.41e-03 8.22e-04h  1
  49  9.9999999e+00 3.14e-01 1.07e+06   0.3 4.50e+03    -  6.50e-04 5.80e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  1.0000000e+01 3.14e-01 1.36e+06   2.6 1.82e+04    -  3.55e-04 2.74e-04h  1
  51  1.0000000e+01 3.14e-01 3.44e+06   2.4 1.28e+04    -  6.21e-04 2.01e-04h  1
  52  1.0000000e+01 3.14e-01 3.84e+06   2.8 1.41e+04    -  1.76e-04 1.40e-04h  1
  53  1.0000000e+01 3.13e-01 6.05e+06   0.5 1.29e+04    -  3.37e-04 1.26e-04h  1
  54  1.0000000e+01 3.13e-01 1.07e+07   2.8 1.86e+04    -  4.59e-04 2.53e-04h  1
  55  1.0000000e+01 3.13e-01 4.52e+07   2.8 8.17e+03    -  7.64e-04 1.30e-04h  1
  56  1.0000000e+01 3.13e-01 4.58e+07   2.9 2.77e+04    -  1.67e-04 1.63e-04h  1
  57  1.0000000e+01 3.13e-01 6.41e+07   2.9 2.55e+04    -  1.40e-04 9.94e-05h  1
  58  1.0000000e+01 3.13e-01 1.87e+08   2.6 2.31e+04    -  1.34e-04 4.04e-05h  1
  59  1.0000000e+01 3.13e-01 1.96e+08   2.9 6.80e+04    -  3.65e-05 3.43e-05h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  60  1.0000000e+01 3.13e-01 8.12e+08   2.9 5.93e+04   0.0 8.27e-05 2.10e-05h  1
  61r 1.0000000e+01 3.13e-01 1.00e+03   2.9 0.00e+00    -  0.00e+00 2.61e-07R  5
  62r 9.9999998e+00 2.10e-01 5.17e+02  -3.4 1.24e+00    -  5.95e-01 8.09e-01f  1
  63r 9.9999998e+00 2.10e-01 9.99e+02  -0.7 0.00e+00    -  0.00e+00 3.30e-07R  3
  64r 9.9983354e+00 6.83e-02 9.99e+02   0.2 2.06e+02    -  8.71e-05 1.01e-03f  1
  65  9.9999835e+00 6.78e-02 1.10e+00  -5.0 1.68e+00    -  1.06e-01 6.64e-03h  1
  66  9.9999999e+00 6.78e-02 8.12e+00  -5.1 4.56e+00    -  1.15e-02 2.40e-04h  1
  67  9.9999933e+00 6.77e-02 3.16e+01  -1.2 1.27e+01    -  1.05e-02 8.44e-04f  1
  68  9.9999950e+00 6.76e-02 7.50e+01  -5.1 1.38e+01    -  1.47e-02 2.41e-03h  1
  69  9.9999954e+00 6.74e-02 4.85e+02  -1.2 4.30e+01    -  2.85e-02 2.06e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  70  9.9999961e+00 6.73e-02 8.52e+02  -1.2 7.40e+01    -  9.17e-03 1.99e-03f  1
